article_id,comment_counter,title,globe_url,url,comment_text,is_constructive,is_constructive:confidence,toxicity_level,toxicity_level:confidence,did_you_read_the_article,did_you_read_the_article:confidence,annotator_comments,expert_is_constructive,expert_toxicity_level,expert_comments
29265806,source1_29265806_4,"Europe may be failing Syrian refugees, but Canada shouldn't boast yet",http://www.theglobeandmail.com/opinion/europe-may-be-failing-syrian-refugees-but-canada-shouldnt-boast-yet/article29265806/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/refugees.html,Canada has done more than enough. No more!,no,0.9138,"1
2","0.6365
0.2655",1,1,"









",,,
29265806,source1_29265806_67,"Europe may be failing Syrian refugees, but Canada shouldn't boast yet",http://www.theglobeandmail.com/opinion/europe-may-be-failing-syrian-refugees-but-canada-shouldnt-boast-yet/article29265806/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/refugees.html,"A few of the comments point to the callousness of the Gulf states, including SA, for not taking in refugees. Very true. Also true is that the Gulf states, with Saudi Arabia in the lead, are responsible for much of the Syrian crises. The same Saudi Arabia that we sell weapons for use in Syria, Yemen and elsewhere. One can sympathize with the perspective of fellow Canadians who question why we should be responsible for these, or any, refugees. That we have our own problems, including poverty. Such a perspective would be valid if Canada, and its western allies, were not meddling in the Middle East. Frequently, that involvement has not been helpful to say the least. We have directly and indirectly caused or stoked conflicts that created the refugee exodus.",yes,1,"1
2","0.9273
0.0727",1,1,"













",,,
29265806,source1_29265806_70,"Europe may be failing Syrian refugees, but Canada shouldn't boast yet",http://www.theglobeandmail.com/opinion/europe-may-be-failing-syrian-refugees-but-canada-shouldnt-boast-yet/article29265806/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/refugees.html,"There is a difference between Europe's and Canada's position re Syrian refugees. Europe is easy to get to and millions have arrived in Europe with next to zero screening or vetting. Europe has adopted a humanitarian response born out of necessity. Canada, on the other hand, selects refugees, after weeks of interviews and examinations, based on whether or not they can be an economic asset to Canada. There is not much humanitarian about Canada's policy re Syria refugees, which is basically an extension of its immigration policy, as far as I can tell. Canada is picking the 'good' ones and leaving the 'bad' ones for Europe. And Canada is simply not taking it's fair share. Germany took 40 times more refugees than Canada last year. All the rich European countries have taken more than Canada. How many refugees is USA taking? Considering USA is largely to blame for the Syrian disaster, I think USA should take at least 3 million refugees.",yes,0.9459,"1
2","0.6987
0.3013",1,1,"















",,,
32013536,source1_32013536_75,Is the B.C. property levy on 'foreign buyers' a new head tax?,http://www.theglobeandmail.com/opinion/is-the-bc-property-levy-on-foreign-buyers-a-new-head-tax/article32013536/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/property.html,"It's absolutely not racist, I've lived in Vancouver since I was born and it's gotten to the point where there's a mass exodus of locals (of any race) to find somewhere where they can live in a reasonable way. Vancouver is becoming (if it hasn't already) a city with 2 classes the rich, or the just trying to scrape by. And I major part of that is due to exploitative foreign investment. I think people wouldn't be so upset if it weren't for the fact that many of these buyers either leave the purchased property empty as an investment, or have no interest in becoming part of the community at large viewing BC not as a new home but something to be taken advantage of. There are clubs, businesses, even entire suburbs where you are not welcome as an outsider or will struggle to get fair service. I have no problem with Chinese people or Koreans in fact I lived in Japan and Korea for 3 years and loved the places and it's peoples. or issues with anyone else, I'm French Canadian and first Nations. If masses of French citizens were doing the same thing I'd have just as much of a problem. I think if anything this article shows how much of an issue Chinese exploitative investment is, when BC passes a tax on 'foreign' buyers and there's instantly a backlash of people claiming it's racism against the Chinese just shows how disproportionately large of a stake China has compared to anyone else.",yes,0.9173,"1
2","0.6225
0.3775",1,1,"









",,,
32013536,source1_32013536_31,Is the B.C. property levy on 'foreign buyers' a new head tax?,http://www.theglobeandmail.com/opinion/is-the-bc-property-levy-on-foreign-buyers-a-new-head-tax/article32013536/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/property.html,"I honestly cannot for the life of me understand how a UBC professor can be this unintelligent? It was called a CHINESE head tax. Is it called a Chinese Foreign Buyer tax? This man should absolutely not be teaching at UBC let alone writing an opinion piece like this. It's time to quit your victim mentality Henry, and grow up. I feel bad for your students.",yes,0.5307,"1
3","0.6042
0.2579",1,1,"













",,,
32013536,source1_32013536_19,Is the B.C. property levy on 'foreign buyers' a new head tax?,http://www.theglobeandmail.com/opinion/is-the-bc-property-levy-on-foreign-buyers-a-new-head-tax/article32013536/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/property.html,Why does the Globe publish this kind of trash?,no,1,"1
2","0.4455
0.231",1,1,"







",,,
32013536,source1_32013536_3,Is the B.C. property levy on 'foreign buyers' a new head tax?,http://www.theglobeandmail.com/opinion/is-the-bc-property-levy-on-foreign-buyers-a-new-head-tax/article32013536/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/property.html,Playing the race card.,no,0.6511,1,1,1,1,"

",,,
32013536,source1_32013536_90,Is the B.C. property levy on 'foreign buyers' a new head tax?,http://www.theglobeandmail.com/opinion/is-the-bc-property-levy-on-foreign-buyers-a-new-head-tax/article32013536/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/property.html,"The historic head tax was meant to dissuade ethnic Chinese from coming to and staying in BC. As the BC property transfer tax applies to individuals who are neither Canadian citizens nor permanent residents, it's intent and effect will be to encourage foreigners, Chinese among others, who weren't intending to stay in BC to become permanent residents or citizens. So the intent and effect is the opposite of the head tax.",yes,0.9217,"1
3","0.8248
0.0909",1,1,"










",,,
32013536,source1_32013536_58,Is the B.C. property levy on 'foreign buyers' a new head tax?,http://www.theglobeandmail.com/opinion/is-the-bc-property-levy-on-foreign-buyers-a-new-head-tax/article32013536/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/property.html,"One big difference not mentioned is that this tax applies to real estate, not to people. But that's a digression. Let's assume for a moment that the Vancouver real estate market is in balance and that only Canadians or permanent residents can buy. Now let's open the market up to anyone who wishes to buy, and in this case buyers outnumber sellers by a small amount... say 5%. What's going to happen to house prices? If left unchecked the market will eventually rebalance at some higher value that will likely be beyond the ability of most Canadians to afford. It seems to me that real estate should be affordable to at least the majority of Canadians before allowing foreign buyers to compete. After real estate, what next? Jobs?",yes,1,"1
2","0.9471
0.0529",1,1,"
















",,,
32013536,source1_32013536_50,Is the B.C. property levy on 'foreign buyers' a new head tax?,http://www.theglobeandmail.com/opinion/is-the-bc-property-levy-on-foreign-buyers-a-new-head-tax/article32013536/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/property.html,What a stupid article. I this what passes as scholarship?,no,1,"1
3","0.5689
0.2814",1,1,"












",,,
21094039,source1_21094039_0,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"I live in Quebec, worked in the Social Services.. I have seen how our Que daycare works. All to often it is the ones who could pay more that end up using the daycare system. They actually put their names onto a list for a spot in selected daycare, the minute the mother is expecting. I have even heard of cases of parents who are planning a baby in next two years to get a name on a list. Meanwhile those low income working moms and families have to wait years to have a spot in a daycare. Why, because they are not as aware of 'how to work the system' as the others. People put their kids in daycare, higher income families, sometimes for no other reason to have time to do what they want, they do NOT work.. The concept of daycare is good, but must be better monitored with perhaps slanting pay scale so that the ones for which the idea came to be, can benefit. Not the middle classes who can pay more, but do not, and take up spaces that could be used by those who so need it..",yes,1,"1
2","0.7911
0.2089",1,1,"


















",yes,2,"Brings unique perspective, but clearly frustrated at the current situation in Quebec."
21094039,source1_21094039_1,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"This whole concept of 'national daycare' sounds far too idealistic. The he## is in the details as they say. Those on lower incomes who struggle to pay there rent and pay basic bills need help. In those cases, subsidised daycare could help both spouses to work outside the house without daycare draining all their efforts. But what about the majority of income earners. Do they really need government assistance? Many comfortably off people will shift their discretionary income (from saved daycare costs) to buy a larger house or more expensive doodads. That is hardly helping families truly in need. We need more targeted programs to help those with low incomes. Not a limousine style daycare system. I self define as liberal, but a very fiscally tight one.",yes,1,"1
2","0.665
0.335",1,1,"










",yes,1,
21094039,source1_21094039_19,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"Last week it was the call for a national pharma care program to pay for drugs. Now it is day care. I guess we no longer want responsibility for ourselves but expect government to look after everything for us. We cannot properly fund health care as it is and people think we should institute another expensive universal government program. As usual, it boils down to who pays and I suspect many think that someone else other than himself or herself will be paying. You know, like corporations, banks and the rich. We are overtaxed in this country as it is. Let's focus on funding healthcare and re-listing services de-listed by governments. As well, let's think about debt re-payment so that we do not leave a mountain of bills for the next generation.",yes,1,"1
2","0.7459
0.2541",1,1,"










",yes,2,
21094039,source1_21094039_25,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"In Ontario the criminal Liberal gov't of McGuinty and Wynne introduced All day kindergarten at enormous cost to taxpayers. The results are pretty weak and it does nothing for children as they progress through the inefficient, extremely expensive and union run education system. So we're essentially paying billions for a daycare service already in Ontario. If we really wanted to expand the benefits for working parents, why not extend school hours to 5pm and run schools all year round as many other countries do.? Novel idea having teachers work a full year for a full year's pay, No?",yes,0.9509,"1
2","0.7336
0.2664",1,1,"

This does promote constructive converstion















",no,2,
21094039,source1_21094039_26,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"While I support the notion of subsidized daycare, a national daycare program is an expensive boondoggle waiting to happen. A means tested subsidy paid directly to parents who use qualified facilities would create opportunities to increase available spaces. I would support a subsidy using the following guidelines: First, no family with income over $100,000 per year should require a subsidy. Subsidies could be scaled according to income levels from 25% to 75%Second, people should expect to pay at least $10/day ($200/month) at any income level. Third, facilities that qualify for subsidies should be required to offer a minimum standard of service.",yes,0.9389,1,1,1,1,"












",yes,1,"Clearly, a constructive comment."
21094039,source1_21094039_29,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"The author knows the odds against the NDP gaining power next year are about as high as the odds against Putin winning the Nobel Peace Prize. The NDP is reverting to its traditional role, which historically was to promote big-ticket social programs and hope they would gain sufficient public support to be adopted and enacted by the Liberal party. Much of Canada's social progress has relied on this dynamic. However, provincial governments are likely far more jaded at this stage. The cost-sharing model on which medicare was established, for instance, was fairly swiftly abandoned by the federal government, leaving provinces increasingly holding the bag for health care funding, which now eats up about fifty percent of provincial revenues in some jurisdictions. Even Martin's belated reforms, temporarily continued by Harper, barely restored a fraction of the funding losses the provinces have endured. Why would the province's agree to another bait-and-switch scheme? My guess is that the chance all ten can be brought on board is somewhere between nil and zero.",yes,1,"1
2","0.6683
0.3317",1,1,"







",yes,1,
21094039,source1_21094039_37,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"Simpson is right: it's a political winner and a policy dud - just political smoke and mirrors. Mulcair wants Canada to adopt a national childcare model so he can hang on to seats in Quebec, that's all. Years ago I worked with a political strategist working to get a Liberal candidate elected in Conservative Calgary. He actually told his client to talk about national daycare - this was in the early 90's. The Liberal candidate said, 'Canada can't afford that!' to which the strategist responded 'Just say the words, you don't have to actually do it. It'll be good for votes.' I could barely believe the cynicism, but over the years I've come to realize that's what it is: vote getting and power politics. Same thing here.",yes,1,"1
4","0.8766
0.0618",1,1,"













",yes,1,
21094039,source1_21094039_39,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"Harper promised 15% discount of 1000 dollars spent on children's sports activities. Mulcair promises 15 dollar a day child care. I will go with Mulcair. Harper helps rich parents who can afford 1000 dollars sports activities per child. Mulcair cares for the middle and poor class. Lot of parents could not afford second child because of huge child care expenses. We should not entirely depend on the immigration population. We need more canadian born people. If there will be any economic armagaddon like greece, all the immigrants will disappear and make the situation worse, but canadian born people will never leave this beautiful country. Thomas, Bring it on. You are the next prime minister.",yes,0.8493,"1
2","0.7632
0.1631",1,1,"











",yes,1,
21094039,source1_21094039_43,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"It's easy to complain about the cost of a government program, but that cost must be measured against its benefits. Fighter planes and ships are expensive too, but we know we need them. Let's get the best benefit for the expenditures. Government programs aren't wrong. All governments tax and spend. it's what they spend the tax money on and how we all benefit that are at issue. I think many Canadians have seen their taxes spent without getting enough benefit from them. They want their hard lives to get easier, not harder, and they want Canada to progress too. We've heard enough focus on macro-economic things like 'the economy', 'the stock market', and 'debt-to-income ratios'. These things matter only to people who have more money than they can spend. It's micro-economic things like 'How do I feed my kids?', and 'How do I pay my mortgage?' that most matter to most Canadians.",yes,1,"1
2","0.8173
0.1827",1,1,"














",yes,1,
21094039,source1_21094039_45,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"A great plan, but let's not forget that if the NDP had not joined the Conservatives in such a hurry to bring down the Liberal government in 2006 which had just established a national child care program (not promised, or planne4d, but established), Canada would have already had a national day care plan for EIGHT long years. They know full well that bringing down the Paul Martin would result in that move if the Conservatives took office.",yes,1,"1
2","0.8712
0.0685",1,1,"














",yes,1,
21094039,source1_21094039_46,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,We just have to look at Quebec taxes - which are highest in North America - and so called day care program which is impossible to get into - and their tax gestapo. This type of government is like insurance. You're buying daycare 'insurance' and then you pay for it all life long whether you want it or need it or not. The other issue is that it is a proven fact - programs runs by the government cost about 150% more than private sector and create huge bureaucracy. So the insurance is also likely to be disproportionately more costly.,yes,0.9555,"1
2","0.7969
0.2031",1,1,"


















",yes,2,
21094039,source1_21094039_48,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"Lots of opposition to publicly-subsidized daycare here. But most of it just seems to be an emotional reaction to the cost, without looking at the economic benefits. More people in the work force to pay taxes, more disposable income to help spur the economy. It's an idea whose time has come (in fact, it came long ago, but no politician had the guts to suggest it). Too bad business has been so persuasive at convincing governments and the citizenry that social programmes are a waste of money while subsidizing business and loosening regulatory oversight is a noble enterprise.",yes,0.8664,"1
2","0.7158
0.2159",1,1,"












",yes,1,
21094039,source1_21094039_49,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"And the idea put forward that daycare is almost better than parent who stays home and cares for their children is an insult. Why should those who do not need daycare, or those who do not even work but still put their children in daycare, so they can have day to themselves be allowed to do this.. Not fair system right now.",yes,0.7942,"1
2","0.8423
0.0576",1,1,"good
















",no,2,
21094039,source1_21094039_11,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"The title of this article is all wrong. It should be.... As usual, NDP thinks big with other people money.",no,0.9279,"1
2","0.4877
0.2582",1,1,"










",no,3,
21094039,source1_21094039_12,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,The NDP want kids in a unionized environment from birth to the end of university. And then ideally as voters they will support the NDP's socialist agenda. What could go wrong?,no,0.5643,"1
2","0.5601
0.3316",1,1,"







",no,3,
21094039,source1_21094039_14,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"Pay for your own kids' babysitting. The last thing that any problem needs is an NDP style, big goverment, one-size fits all approach. First, if it runs through Ottawa it's a colossal waste of money. Second, pay for your own kids' babysitting. You really can't stress the last point enough.",no,0.5098,"1
3","0.5098
0.4902",1,1,"
",no,3,
21094039,source1_21094039_15,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,Simpson is having his little joke by encouraging the NDP to play with this expensive hand grenade. If it weren't for the poisonous potential it introduces to the federal/provincial arena if would be an interesting experiment. Unfortunately if you wave money in front of provinces in areas of their own jurisdiction you get what you deserve.,yes,0.6667,"1
2","0.6667
0.3333",1,1,"

",no,2,
21094039,source1_21094039_22,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,Why don't the NDP also promise 40 acres and a mule? They will never lead this country. Panderers to socialists and unionists.,no,1,"2
1","0.3819
0.3754",1,1,"






",no,3,
21094039,source1_21094039_31,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"Any idiot can spend money, but it takes planning, priority setting and resolve to live within a budget. I'm still waiting for a politician and party with these traits. Don't worry, I won't hold my breath.",no,0.71,"3
4","0.3873
0.2131",1,1,"








",no,3,
21094039,source1_21094039_40,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,Don't the Liberals trot this chesnut out before every election?,no,0.8407,"1
3","0.6547
0.1792",1,1,"




",no,1,
21094039,source1_21094039_10,NDP thinks big with national daycare plan,http://www.theglobeandmail.com/opinion/daycare-picks-up-the-ndp/article21094039/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/daycare.html,"Wow, what a great ideal. All we need to do now to start planting those money trees and everything will be okay.",no,0.8283,"1
2","0.544
0.3573",1,1,"









",no,3,
33010454,source1_33010454_83,President Trump will make chaos the new normal,http://www.theglobeandmail.com/opinion/president-trump-will-make-chaos-the-new-normal/article33010454/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/chaos.html,aa another soar loser who lives in the cry baby world,no,1,"1
2","0.4691
0.2693",1,1,"













",,,
33010454,source1_33010454_70,President Trump will make chaos the new normal,http://www.theglobeandmail.com/opinion/president-trump-will-make-chaos-the-new-normal/article33010454/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/chaos.html,Just another of hyphenated urban elite spouting its usual socialist drivel.,no,1,"1
4","0.4325
0.2274",1,1,"







",,,
33010454,UNKNOWN,President Trump will make chaos the new normal,http://www.theglobeandmail.com/opinion/president-trump-will-make-chaos-the-new-normal/article33010454/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/chaos.html,".More petulant commentary from yet another, um, 'academic chair-human', umm, 'intellectual'....",no,0.9258,"1
2","0.4964
0.3586",1,1,"












",,,
33010454,source1_33010454_17,President Trump will make chaos the new normal,http://www.theglobeandmail.com/opinion/president-trump-will-make-chaos-the-new-normal/article33010454/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/chaos.html,"Anonymous trolls, time to get out for a walk and some fresh air.",no,1,"2
3","0.3943
0.3166",1,1,"








",,,
32803341,source1_32803341_0,"Thank you, Hillary. Now women know retreat is not an option",http://www.theglobeandmail.com/opinion/thank-you-hillary-women-now-know-retreat-is-not-an-option/article32803341/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/hillary.html,"'What are you going to tell your daughters?'We are going to tell them that plenty of other countries in the world have elected female leaders, prime ministers, and presidents. Some of them even 'third world countries'.We are going to tell them that being female is no guarantee that they will succeed, or get the top job. We are going to tell them, when they run for election, their gender is no guarantee of winning or losing. And we are going to tell them that the most qualified person does not always get the the elected position. Or the job. And we are going to tell our sons the exact same thing.",yes,0.9348,"1
2","0.7643
0.2357",1,1,"











",yes,1,
32803341,source1_32803341_70,"Thank you, Hillary. Now women know retreat is not an option",http://www.theglobeandmail.com/opinion/thank-you-hillary-women-now-know-retreat-is-not-an-option/article32803341/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/hillary.html,"Oh, puleeze - are we to understand the only qualification for office is the candidate's gender?",no,0.9179,"2
1","0.5067
0.4153",1,1,"










",no,2,
32803341,source1_32803341_108,"Thank you, Hillary. Now women know retreat is not an option",http://www.theglobeandmail.com/opinion/thank-you-hillary-women-now-know-retreat-is-not-an-option/article32803341/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/hillary.html,Another load of tosh from a GTA Liberal,no,1,"2
3","0.3628
0.2748",1,1,"









",no,4,
32803341,source1_32803341_7,"Thank you, Hillary. Now women know retreat is not an option",http://www.theglobeandmail.com/opinion/thank-you-hillary-women-now-know-retreat-is-not-an-option/article32803341/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/hillary.html,If you think she lost because she was a women then you are really out to lunch. Gender has nothing to do with it.,no,0.9284,"1
2","0.7121
0.22",1,1,"












",no,3,
32803341,source1_32803341_96,"Thank you, Hillary. Now women know retreat is not an option",http://www.theglobeandmail.com/opinion/thank-you-hillary-women-now-know-retreat-is-not-an-option/article32803341/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/hillary.html,"This article is complete nonsense. No one voted FOR Hillary. But a lot of people voted AGAINST Trump. Frankly, if Clinton was anything but a complete and utter disaster she would have won in a landslide.",no,0.825,"1
2","0.467
0.3033",1,1,"















",no,2,
